LTC-USD,Litecoin USD,
Date,Price,Dividend,Annualized Dividend
04/30/2016,3.8134799003601074,0.0,0.0
05/01/2016,3.6575000286102295,0.0,0.0
05/02/2016,3.708709955215454,0.0,0.0
05/03/2016,3.682110071182251,0.0,0.0
05/04/2016,3.74183988571167,0.0,0.0
05/05/2016,3.7418100833892822,0.0,0.0
05/06/2016,3.716130018234253,0.0,0.0
05/07/2016,3.8195199966430664,0.0,0.0
05/08/2016,3.9364099502563477,0.0,0.0
05/09/2016,3.9376299381256104,0.0,0.0
05/10/2016,4.05797004699707,0.0,0.0
05/11/2016,3.8203299045562744,0.0,0.0
05/12/2016,3.8813400268554688,0.0,0.0
05/13/2016,3.8552699089050293,0.0,0.0
05/14/2016,3.9272799491882324,0.0,0.0
05/15/2016,4.014090061187744,0.0,0.0
05/16/2016,4.063079833984375,0.0,0.0
05/17/2016,4.003640174865723,0.0,0.0
05/18/2016,3.97979998588562,0.0,0.0
05/19/2016,4.002439975738525,0.0,0.0
05/20/2016,3.82492995262146,0.0,0.0
05/21/2016,3.8835198879241943,0.0,0.0
05/22/2016,3.956589937210083,0.0,0.0
05/23/2016,3.9229300022125244,0.0,0.0
05/24/2016,3.9638800621032715,0.0,0.0
05/25/2016,3.950809955596924,0.0,0.0
05/26/2016,4.045259952545166,0.0,0.0
05/27/2016,4.089419841766357,0.0,0.0
05/28/2016,4.510950088500977,0.0,0.0
05/29/2016,4.688729763031006,0.0,0.0
05/30/2016,4.6326398849487305,0.0,0.0
05/31/2016,4.687600135803223,0.0,0.0
06/01/2016,4.653289794921875,0.0,0.0
06/02/2016,4.744649887084961,0.0,0.0
06/03/2016,4.719580173492432,0.0,0.0
06/04/2016,4.863190174102783,0.0,0.0
06/05/2016,4.7984299659729,0.0,0.0
06/06/2016,4.814459800720215,0.0,0.0
06/07/2016,4.954820156097412,0.0,0.0
06/08/2016,4.774290084838867,0.0,0.0
06/09/2016,4.7778801918029785,0.0,0.0
06/10/2016,4.751999855041504,0.0,0.0
06/11/2016,4.882339954376221,0.0,0.0
06/12/2016,5.067299842834473,0.0,0.0
06/13/2016,5.414649963378906,0.0,0.0
06/14/2016,5.305180072784424,0.0,0.0
06/15/2016,5.223100185394287,0.0,0.0
06/16/2016,5.253049850463867,0.0,0.0
06/17/2016,5.672430038452148,0.0,0.0
06/18/2016,5.603990077972412,0.0,0.0
06/19/2016,5.560369968414307,0.0,0.0
06/20/2016,5.625189781188965,0.0,0.0
06/21/2016,5.273550033569336,0.0,0.0
06/22/2016,4.8275299072265625,0.0,0.0
06/23/2016,3.918139934539795,0.0,0.0
06/24/2016,3.851830005645752,0.0,0.0
06/25/2016,4.274600028991699,0.0,0.0
06/26/2016,4.2430100440979,0.0,0.0
06/27/2016,4.051529884338379,0.0,0.0
06/28/2016,4.137750148773193,0.0,0.0
06/29/2016,4.10168981552124,0.0,0.0
06/30/2016,4.077380180358887,0.0,0.0
07/01/2016,4.193490028381348,0.0,0.0
07/02/2016,4.277770042419434,0.0,0.0
07/03/2016,4.660930156707764,0.0,0.0
07/04/2016,4.2726898193359375,0.0,0.0
07/05/2016,4.5577898025512695,0.0,0.0
07/06/2016,4.4644598960876465,0.0,0.0
07/07/2016,4.496560096740723,0.0,0.0
07/08/2016,4.115670204162598,0.0,0.0
07/09/2016,4.237390041351318,0.0,0.0
07/10/2016,4.121570110321045,0.0,0.0
07/11/2016,4.121180057525635,0.0,0.0
07/12/2016,4.092189788818359,0.0,0.0
07/13/2016,4.162829875946045,0.0,0.0
07/14/2016,4.140979766845703,0.0,0.0
07/15/2016,4.1544599533081055,0.0,0.0
07/16/2016,4.1527099609375,0.0,0.0
07/17/2016,4.137720108032227,0.0,0.0
07/18/2016,4.199389934539795,0.0,0.0
07/19/2016,4.152750015258789,0.0,0.0
07/20/2016,4.149990081787109,0.0,0.0
07/21/2016,4.133190155029297,0.0,0.0
07/22/2016,4.12578010559082,0.0,0.0
07/23/2016,4.042600154876709,0.0,0.0
07/24/2016,4.06374979019165,0.0,0.0
07/25/2016,4.072619915008545,0.0,0.0
07/26/2016,4.037189960479736,0.0,0.0
07/27/2016,3.9649100303649902,0.0,0.0
07/28/2016,3.9657599925994873,0.0,0.0
07/29/2016,3.974790096282959,0.0,0.0
07/30/2016,4.08266019821167,0.0,0.0
07/31/2016,4.079579830169678,0.0,0.0
08/01/2016,4.062910079956055,0.0,0.0
08/02/2016,3.871690034866333,0.0,0.0
08/03/2016,3.639430046081543,0.0,0.0
08/04/2016,3.711970090866089,0.0,0.0
08/05/2016,3.7420101165771484,0.0,0.0
08/06/2016,3.7211599349975586,0.0,0.0
08/07/2016,3.7586801052093506,0.0,0.0
08/08/2016,3.774509906768799,0.0,0.0
08/09/2016,3.7828400135040283,0.0,0.0
08/10/2016,3.7617599964141846,0.0,0.0
08/11/2016,3.717410087585449,0.0,0.0
08/12/2016,3.738460063934326,0.0,0.0
08/13/2016,3.708669900894165,0.0,0.0
08/14/2016,3.715709924697876,0.0,0.0
08/15/2016,3.648289918899536,0.0,0.0
08/16/2016,3.5850300788879395,0.0,0.0
08/17/2016,3.6451098918914795,0.0,0.0
08/18/2016,3.602799892425537,0.0,0.0
08/19/2016,3.6109800338745117,0.0,0.0
08/20/2016,3.6080000400543213,0.0,0.0
08/21/2016,3.6194100379943848,0.0,0.0
08/22/2016,3.617419958114624,0.0,0.0
08/23/2016,3.6644198894500732,0.0,0.0
08/24/2016,3.928809881210327,0.0,0.0
08/25/2016,3.856489896774292,0.0,0.0
08/26/2016,3.801919937133789,0.0,0.0
08/27/2016,3.8249399662017822,0.0,0.0
08/28/2016,3.7360799312591553,0.0,0.0
08/29/2016,3.7376599311828613,0.0,0.0
08/30/2016,3.767519950866699,0.0,0.0
08/31/2016,3.80607008934021,0.0,0.0
09/01/2016,3.7956299781799316,0.0,0.0
09/02/2016,3.836750030517578,0.0,0.0
09/03/2016,3.8270199298858643,0.0,0.0
09/04/2016,3.8931000232696533,0.0,0.0
09/05/2016,4.02154016494751,0.0,0.0
09/06/2016,3.9842400550842285,0.0,0.0
09/07/2016,3.9891300201416016,0.0,0.0
09/08/2016,3.969449996948242,0.0,0.0
09/09/2016,3.9837100505828857,0.0,0.0
09/10/2016,3.972219944000244,0.0,0.0
09/11/2016,3.9685299396514893,0.0,0.0
09/12/2016,3.87034010887146,0.0,0.0
09/13/2016,3.8317999839782715,0.0,0.0
09/14/2016,3.818809986114502,0.0,0.0
09/15/2016,3.830049991607666,0.0,0.0
09/16/2016,3.8153700828552246,0.0,0.0
09/17/2016,3.8002800941467285,0.0,0.0
09/18/2016,3.8101999759674072,0.0,0.0
09/19/2016,4.0426201820373535,0.0,0.0
09/20/2016,3.829360008239746,0.0,0.0
09/21/2016,3.8692100048065186,0.0,0.0
09/22/2016,3.8565099239349365,0.0,0.0
09/23/2016,3.765199899673462,0.0,0.0
09/24/2016,3.8147199153900146,0.0,0.0
09/25/2016,3.7960100173950195,0.0,0.0
09/26/2016,3.799989938735962,0.0,0.0
09/27/2016,3.856839895248413,0.0,0.0
09/28/2016,3.8505799770355225,0.0,0.0
09/29/2016,3.837830066680908,0.0,0.0
09/30/2016,3.8445000648498535,0.0,0.0
10/01/2016,3.847759962081909,0.0,0.0
10/02/2016,3.846290111541748,0.0,0.0
10/03/2016,3.8501501083374023,0.0,0.0
10/04/2016,3.8389101028442383,0.0,0.0
10/05/2016,3.832119941711426,0.0,0.0
10/06/2016,3.8463900089263916,0.0,0.0
10/07/2016,3.838520050048828,0.0,0.0
10/08/2016,3.8639700412750244,0.0,0.0
10/09/2016,3.844680070877075,0.0,0.0
10/10/2016,3.8232100009918213,0.0,0.0
10/11/2016,3.803999900817871,0.0,0.0
10/12/2016,3.8204400539398193,0.0,0.0
10/13/2016,3.7464499473571777,0.0,0.0
10/14/2016,3.91198992729187,0.0,0.0
10/15/2016,3.900360107421875,0.0,0.0
10/16/2016,3.8825700283050537,0.0,0.0
10/17/2016,3.892240047454834,0.0,0.0
10/18/2016,3.9541499614715576,0.0,0.0
10/19/2016,3.846179962158203,0.0,0.0
10/20/2016,3.8079700469970703,0.0,0.0
10/21/2016,3.7902700901031494,0.0,0.0
10/22/2016,3.809689998626709,0.0,0.0
10/23/2016,3.8937199115753174,0.0,0.0
10/24/2016,3.9202001094818115,0.0,0.0
10/25/2016,3.8713300228118896,0.0,0.0
10/26/2016,3.9114201068878174,0.0,0.0
10/27/2016,3.9602699279785156,0.0,0.0
10/28/2016,4.03587007522583,0.0,0.0
10/29/2016,3.9765100479125977,0.0,0.0
10/30/2016,4.095950126647949,0.0,0.0
10/31/2016,4.037079811096191,0.0,0.0
11/01/2016,3.9986000061035156,0.0,0.0
11/02/2016,4.0908098220825195,0.0,0.0
11/03/2016,4.112979888916016,0.0,0.0
11/04/2016,3.855710029602051,0.0,0.0
11/05/2016,3.878509998321533,0.0,0.0
11/06/2016,3.8602800369262695,0.0,0.0
11/07/2016,3.8883299827575684,0.0,0.0
11/08/2016,3.836970090866089,0.0,0.0
11/09/2016,3.8460299968719482,0.0,0.0
11/10/2016,3.8585400581359863,0.0,0.0
11/11/2016,3.8364100456237793,0.0,0.0
11/12/2016,3.8143699169158936,0.0,0.0
11/13/2016,3.7661800384521484,0.0,0.0
11/14/2016,3.878890037536621,0.0,0.0
11/15/2016,3.8888299465179443,0.0,0.0
11/16/2016,3.9004600048065186,0.0,0.0
11/17/2016,4.055570125579834,0.0,0.0
11/18/2016,3.958620071411133,0.0,0.0
11/19/2016,3.977370023727417,0.0,0.0
11/20/2016,3.9657399654388428,0.0,0.0
11/21/2016,3.9321200847625732,0.0,0.0
11/22/2016,3.952199935913086,0.0,0.0
11/23/2016,3.968869924545288,0.0,0.0
11/24/2016,3.932110071182251,0.0,0.0
11/25/2016,3.912909984588623,0.0,0.0
11/26/2016,3.920609951019287,0.0,0.0
11/27/2016,3.9079198837280273,0.0,0.0
11/28/2016,3.897739887237549,0.0,0.0
11/29/2016,3.892509937286377,0.0,0.0
11/30/2016,3.887809991836548,0.0,0.0
12/01/2016,3.909450054168701,0.0,0.0
12/02/2016,3.919219970703125,0.0,0.0
12/03/2016,3.9495999813079834,0.0,0.0
12/04/2016,3.9323599338531494,0.0,0.0
12/05/2016,3.8844399452209473,0.0,0.0
12/06/2016,3.4890499114990234,0.0,0.0
12/07/2016,3.5410799980163574,0.0,0.0
12/08/2016,3.6027801036834717,0.0,0.0
12/09/2016,3.6910901069641113,0.0,0.0
12/10/2016,3.694890022277832,0.0,0.0
12/11/2016,3.687969923019409,0.0,0.0
12/12/2016,3.6407299041748047,0.0,0.0
12/13/2016,3.6654999256134033,0.0,0.0
12/14/2016,3.657259941101074,0.0,0.0
12/15/2016,3.6128900051116943,0.0,0.0
12/16/2016,3.627150058746338,0.0,0.0
12/17/2016,3.6298699378967285,0.0,0.0
12/18/2016,3.703890085220337,0.0,0.0
12/19/2016,3.6772100925445557,0.0,0.0
12/20/2016,3.6598598957061768,0.0,0.0
12/21/2016,3.664520025253296,0.0,0.0
12/22/2016,3.6656100749969482,0.0,0.0
12/23/2016,3.715859889984131,0.0,0.0
12/24/2016,4.646490097045898,0.0,0.0
12/25/2016,4.555449962615967,0.0,0.0
12/26/2016,4.3465399742126465,0.0,0.0
12/27/2016,4.368569850921631,0.0,0.0
12/28/2016,4.487569808959961,0.0,0.0
12/29/2016,4.578859806060791,0.0,0.0
12/30/2016,4.562489986419678,0.0,0.0
12/31/2016,4.392330169677734,0.0,0.0
01/01/2017,4.32912015914917,0.0,0.0
01/02/2017,4.520450115203857,0.0,0.0
01/03/2017,4.655879974365234,0.0,0.0
01/04/2017,4.633749961853027,0.0,0.0
01/05/2017,4.914370059967041,0.0,0.0
01/06/2017,4.3024001121521,0.0,0.0
01/07/2017,3.8633899688720703,0.0,0.0
01/08/2017,3.959120035171509,0.0,0.0
01/09/2017,3.9969799518585205,0.0,0.0
01/10/2017,4.300920009613037,0.0,0.0
01/11/2017,4.5971598625183105,0.0,0.0
01/12/2017,3.836709976196289,0.0,0.0
01/13/2017,3.9484798908233643,0.0,0.0
01/14/2017,3.892580032348633,0.0,0.0
01/15/2017,3.888780117034912,0.0,0.0
01/16/2017,3.9220399856567383,0.0,0.0
01/17/2017,3.9056999683380127,0.0,0.0
01/18/2017,3.9422500133514404,0.0,0.0
01/19/2017,3.841900110244751,0.0,0.0
01/20/2017,3.859179973602295,0.0,0.0
01/21/2017,3.8925700187683105,0.0,0.0
01/22/2017,3.902479887008667,0.0,0.0
01/23/2017,3.8561298847198486,0.0,0.0
01/24/2017,3.8352699279785156,0.0,0.0
01/25/2017,3.791330099105835,0.0,0.0
01/26/2017,3.714440107345581,0.0,0.0
01/27/2017,3.840100049972534,0.0,0.0
01/28/2017,3.853529930114746,0.0,0.0
01/29/2017,3.852440118789673,0.0,0.0
01/30/2017,3.8562300205230713,0.0,0.0
01/31/2017,4.016499996185303,0.0,0.0
02/01/2017,4.076039791107178,0.0,0.0
02/02/2017,4.075150012969971,0.0,0.0
02/03/2017,4.081630229949951,0.0,0.0
02/04/2017,4.08450984954834,0.0,0.0
02/05/2017,4.065110206604004,0.0,0.0
02/06/2017,4.057980060577393,0.0,0.0
02/07/2017,4.05348014831543,0.0,0.0
02/08/2017,4.049739837646484,0.0,0.0
02/09/2017,4.0296502113342285,0.0,0.0
02/10/2017,3.8010900020599365,0.0,0.0
02/11/2017,3.7772200107574463,0.0,0.0
02/12/2017,3.795870065689087,0.0,0.0
02/13/2017,3.7682299613952637,0.0,0.0
02/14/2017,3.715290069580078,0.0,0.0
02/15/2017,3.7691800594329834,0.0,0.0
02/16/2017,3.796760082244873,0.0,0.0
02/17/2017,3.7783799171447754,0.0,0.0
02/18/2017,3.828000068664551,0.0,0.0
02/19/2017,3.7925798892974854,0.0,0.0
02/20/2017,3.7686500549316406,0.0,0.0
02/21/2017,3.763619899749756,0.0,0.0
02/22/2017,3.7875800132751465,0.0,0.0
02/23/2017,3.8000400066375732,0.0,0.0
02/24/2017,3.8309199810028076,0.0,0.0
02/25/2017,3.852220058441162,0.0,0.0
02/26/2017,3.815880060195923,0.0,0.0
02/27/2017,3.813430070877075,0.0,0.0
02/28/2017,3.803689956665039,0.0,0.0
03/01/2017,3.7730600833892822,0.0,0.0
03/02/2017,3.795289993286133,0.0,0.0
03/03/2017,3.9212899208068848,0.0,0.0
03/04/2017,3.911910057067871,0.0,0.0
03/05/2017,3.863100051879883,0.0,0.0
03/06/2017,3.8722400665283203,0.0,0.0
03/07/2017,3.894040107727051,0.0,0.0
03/08/2017,3.80757999420166,0.0,0.0
03/09/2017,3.766390085220337,0.0,0.0
03/10/2017,3.828279972076416,0.0,0.0
03/11/2017,3.7588000297546387,0.0,0.0
03/12/2017,3.786600112915039,0.0,0.0
03/13/2017,3.847440004348755,0.0,0.0
03/14/2017,4.173810005187988,0.0,0.0
03/15/2017,4.046860218048096,0.0,0.0
03/16/2017,4.14730978012085,0.0,0.0
03/17/2017,4.233170032501221,0.0,0.0
03/18/2017,4.040520191192627,0.0,0.0
03/19/2017,3.9565000534057617,0.0,0.0
03/20/2017,3.9504799842834473,0.0,0.0
03/21/2017,4.036369800567627,0.0,0.0
03/22/2017,3.9873499870300293,0.0,0.0
03/23/2017,3.9317400455474854,0.0,0.0
03/24/2017,3.973069906234741,0.0,0.0
03/25/2017,4.073470115661621,0.0,0.0
03/26/2017,4.066150188446045,0.0,0.0
03/27/2017,4.066390037536621,0.0,0.0
03/28/2017,4.069680213928223,0.0,0.0
03/29/2017,4.142370223999023,0.0,0.0
03/30/2017,4.178909778594971,0.0,0.0
03/31/2017,7.018730163574219,0.0,0.0
04/01/2017,6.653160095214844,0.0,0.0
04/02/2017,6.862919807434082,0.0,0.0
04/03/2017,7.744619846343994,0.0,0.0
04/04/2017,8.118430137634277,0.0,0.0
04/05/2017,8.24728012084961,0.0,0.0
04/06/2017,11.123100280761719,0.0,0.0
04/07/2017,10.22350025177002,0.0,0.0
04/08/2017,9.336039543151855,0.0,0.0
04/09/2017,9.888790130615234,0.0,0.0
04/10/2017,8.720999717712402,0.0,0.0
04/11/2017,8.911620140075684,0.0,0.0
04/12/2017,8.831009864807129,0.0,0.0
04/13/2017,10.764399528503418,0.0,0.0
04/14/2017,10.130900382995605,0.0,0.0
04/15/2017,10.342100143432617,0.0,0.0
04/16/2017,10.745499610900879,0.0,0.0
04/17/2017,10.59570026397705,0.0,0.0
04/18/2017,10.418899536132812,0.0,0.0
04/19/2017,10.313799858093262,0.0,0.0
04/20/2017,9.634750366210938,0.0,0.0
04/21/2017,10.291500091552734,0.0,0.0
04/22/2017,11.176600456237793,0.0,0.0
04/23/2017,13.065299987792969,0.0,0.0
04/24/2017,13.96399974822998,0.0,0.0
04/25/2017,14.978699684143066,0.0,0.0
04/26/2017,15.205900192260742,0.0,0.0
04/27/2017,14.843600273132324,0.0,0.0
04/28/2017,14.593099594116211,0.0,0.0
04/29/2017,14.397000312805176,0.0,0.0
04/30/2017,15.703100204467773,0.0,0.0
05/01/2017,15.708100318908691,0.0,0.0
05/02/2017,15.922699928283691,0.0,0.0
05/03/2017,15.875200271606445,0.0,0.0
05/04/2017,21.04450035095215,0.0,0.0
05/05/2017,23.471200942993164,0.0,0.0
05/06/2017,26.466800689697266,0.0,0.0
05/07/2017,28.201499938964844,0.0,0.0
05/08/2017,30.372400283813477,0.0,0.0
05/09/2017,28.964399337768555,0.0,0.0
05/10/2017,33.298099517822266,0.0,0.0
05/11/2017,32.657100677490234,0.0,0.0
05/12/2017,30.931299209594727,0.0,0.0
05/13/2017,27.218900680541992,0.0,0.0
05/14/2017,29.09000015258789,0.0,0.0
05/15/2017,28.894500732421875,0.0,0.0
05/16/2017,25.337600708007812,0.0,0.0
05/17/2017,23.242399215698242,0.0,0.0
05/18/2017,25.1653995513916,0.0,0.0
05/19/2017,28.287099838256836,0.0,0.0
05/20/2017,27.681299209594727,0.0,0.0
05/21/2017,27.476200103759766,0.0,0.0
05/22/2017,26.14150047302246,0.0,0.0
05/23/2017,25.303499221801758,0.0,0.0
05/24/2017,32.121700286865234,0.0,0.0
05/25/2017,34.46900177001953,0.0,0.0
05/26/2017,30.32509994506836,0.0,0.0
05/27/2017,23.403099060058594,0.0,0.0
05/28/2017,24.007400512695312,0.0,0.0
05/29/2017,24.324899673461914,0.0,0.0
05/30/2017,25.318899154663086,0.0,0.0
05/31/2017,24.293500900268555,0.0,0.0
06/01/2017,25.343900680541992,0.0,0.0
06/02/2017,28.897300720214844,0.0,0.0
06/03/2017,29.036300659179688,0.0,0.0
06/04/2017,27.650299072265625,0.0,0.0
06/05/2017,28.09000015258789,0.0,0.0
06/06/2017,30.840700149536133,0.0,0.0
06/07/2017,30.568700790405273,0.0,0.0
06/08/2017,28.38129997253418,0.0,0.0
06/09/2017,30.187299728393555,0.0,0.0
06/10/2017,29.684499740600586,0.0,0.0
06/11/2017,30.500900268554688,0.0,0.0
06/12/2017,33.230499267578125,0.0,0.0
06/13/2017,29.491600036621094,0.0,0.0
06/14/2017,30.73900032043457,0.0,0.0
06/15/2017,30.21540069580078,0.0,0.0
06/16/2017,30.27910041809082,0.0,0.0
06/17/2017,36.18389892578125,0.0,0.0
06/18/2017,47.44219970703125,0.0,0.0
06/19/2017,46.1619987487793,0.0,0.0
06/20/2017,50.409000396728516,0.0,0.0
06/21/2017,47.29520034790039,0.0,0.0
06/22/2017,47.71879959106445,0.0,0.0
06/23/2017,47.747798919677734,0.0,0.0
06/24/2017,47.246700286865234,0.0,0.0
06/25/2017,44.490699768066406,0.0,0.0
06/26/2017,44.0369987487793,0.0,0.0
06/27/2017,41.13130187988281,0.0,0.0
06/28/2017,40.816001892089844,0.0,0.0
06/29/2017,42.830101013183594,0.0,0.0
06/30/2017,41.042999267578125,0.0,0.0
07/01/2017,40.40409851074219,0.0,0.0
07/02/2017,38.94919967651367,0.0,0.0
07/03/2017,41.47850036621094,0.0,0.0
07/04/2017,46.562599182128906,0.0,0.0
07/05/2017,55.274898529052734,0.0,0.0
07/06/2017,53.195499420166016,0.0,0.0
07/07/2017,51.10150146484375,0.0,0.0
07/08/2017,46.63930130004883,0.0,0.0
07/09/2017,52.36370086669922,0.0,0.0
07/10/2017,49.90879821777344,0.0,0.0
07/11/2017,46.274200439453125,0.0,0.0
07/12/2017,45.25590133666992,0.0,0.0
07/13/2017,48.7234001159668,0.0,0.0
07/14/2017,46.35919952392578,0.0,0.0
07/15/2017,42.805301666259766,0.0,0.0
07/16/2017,38.92100143432617,0.0,0.0
07/17/2017,41.18920135498047,0.0,0.0
07/18/2017,42.62300109863281,0.0,0.0
07/19/2017,44.3474006652832,0.0,0.0
07/20/2017,40.95539855957031,0.0,0.0
07/21/2017,45.06850051879883,0.0,0.0
07/22/2017,45.77299880981445,0.0,0.0
07/23/2017,46.62820053100586,0.0,0.0
07/24/2017,44.15959930419922,0.0,0.0
07/25/2017,44.4828987121582,0.0,0.0
07/26/2017,42.28799819946289,0.0,0.0
07/27/2017,42.35319900512695,0.0,0.0
07/28/2017,42.21620178222656,0.0,0.0
07/29/2017,40.55889892578125,0.0,0.0
07/30/2017,41.18450164794922,0.0,0.0
07/31/2017,40.340301513671875,0.0,0.0
08/01/2017,43.0192985534668,0.0,0.0
08/02/2017,43.07490158081055,0.0,0.0
08/03/2017,42.19300079345703,0.0,0.0
08/04/2017,42.89350128173828,0.0,0.0
08/05/2017,43.486000061035156,0.0,0.0
08/06/2017,46.845001220703125,0.0,0.0
08/07/2017,45.17169952392578,0.0,0.0
08/08/2017,45.898101806640625,0.0,0.0
08/09/2017,48.586700439453125,0.0,0.0
08/10/2017,48.049400329589844,0.0,0.0
08/11/2017,46.40489959716797,0.0,0.0
08/12/2017,47.05059814453125,0.0,0.0
08/13/2017,46.56869888305664,0.0,0.0
08/14/2017,45.832298278808594,0.0,0.0
08/15/2017,45.813499450683594,0.0,0.0
08/16/2017,43.37189865112305,0.0,0.0
08/17/2017,44.17879867553711,0.0,0.0
08/18/2017,43.89720153808594,0.0,0.0
08/19/2017,47.054298400878906,0.0,0.0
08/20/2017,45.37620162963867,0.0,0.0
08/21/2017,46.18980026245117,0.0,0.0
08/22/2017,47.895198822021484,0.0,0.0
08/23/2017,46.713600158691406,0.0,0.0
08/24/2017,52.82440185546875,0.0,0.0
08/25/2017,50.172298431396484,0.0,0.0
08/26/2017,51.16579818725586,0.0,0.0
08/27/2017,51.8047981262207,0.0,0.0
08/28/2017,61.363399505615234,0.0,0.0
08/29/2017,62.39459991455078,0.0,0.0
08/30/2017,63.16379928588867,0.0,0.0
08/31/2017,64.158203125,0.0,0.0
09/01/2017,70.8561019897461,0.0,0.0
09/02/2017,85.82990264892578,0.0,0.0
09/03/2017,78.97989654541016,0.0,0.0
09/04/2017,76.73210144042969,0.0,0.0
09/05/2017,65.25129699707031,0.0,0.0
09/06/2017,71.77729797363281,0.0,0.0
09/07/2017,79.87799835205078,0.0,0.0
09/08/2017,78.45279693603516,0.0,0.0
09/09/2017,67.21269989013672,0.0,0.0
09/10/2017,65.80280303955078,0.0,0.0
09/11/2017,61.64659881591797,0.0,0.0
09/12/2017,66.23880004882812,0.0,0.0
09/13/2017,64.32160186767578,0.0,0.0
09/14/2017,61.6422004699707,0.0,0.0
09/15/2017,41.685001373291016,0.0,0.0
09/16/2017,48.133399963378906,0.0,0.0
09/17/2017,48.23040008544922,0.0,0.0
09/18/2017,48.53020095825195,0.0,0.0
09/19/2017,55.68360137939453,0.0,0.0
09/20/2017,52.74489974975586,0.0,0.0
09/21/2017,51.66360092163086,0.0,0.0
09/22/2017,46.6526985168457,0.0,0.0
09/23/2017,48.157100677490234,0.0,0.0
09/24/2017,49.250099182128906,0.0,0.0
09/25/2017,47.61989974975586,0.0,0.0
09/26/2017,51.68790054321289,0.0,0.0
09/27/2017,51.57619857788086,0.0,0.0
09/28/2017,56.21220016479492,0.0,0.0
09/29/2017,54.10929870605469,0.0,0.0
09/30/2017,52.62649917602539,0.0,0.0
10/01/2017,55.136199951171875,0.0,0.0
10/02/2017,54.54690170288086,0.0,0.0
10/03/2017,53.39039993286133,0.0,0.0
10/04/2017,52.2843017578125,0.0,0.0
10/05/2017,51.40140151977539,0.0,0.0
10/06/2017,51.63600158691406,0.0,0.0
10/07/2017,52.13750076293945,0.0,0.0
10/08/2017,52.493499755859375,0.0,0.0
10/09/2017,53.08250045776367,0.0,0.0
10/10/2017,50.15420150756836,0.0,0.0
10/11/2017,50.753299713134766,0.0,0.0
10/12/2017,50.88669967651367,0.0,0.0
10/13/2017,60.55189895629883,0.0,0.0
10/14/2017,59.405601501464844,0.0,0.0
10/15/2017,64.12660217285156,0.0,0.0
10/16/2017,65.71829986572266,0.0,0.0
10/17/2017,64.67320251464844,0.0,0.0
10/18/2017,59.58689880371094,0.0,0.0
10/19/2017,60.821800231933594,0.0,0.0
10/20/2017,59.80979919433594,0.0,0.0
10/21/2017,60.30379867553711,0.0,0.0
10/22/2017,58.27190017700195,0.0,0.0
10/23/2017,56.77069854736328,0.0,0.0
10/24/2017,54.95949935913086,0.0,0.0
10/25/2017,55.951698303222656,0.0,0.0
10/26/2017,56.46860122680664,0.0,0.0
10/27/2017,55.673099517822266,0.0,0.0
10/28/2017,55.384300231933594,0.0,0.0
10/29/2017,54.6697998046875,0.0,0.0
10/30/2017,56.8401985168457,0.0,0.0
10/31/2017,56.3650016784668,0.0,0.0
11/01/2017,55.740699768066406,0.0,0.0
11/02/2017,53.559200286865234,0.0,0.0
11/03/2017,54.57820129394531,0.0,0.0
11/04/2017,56.21590042114258,0.0,0.0
11/05/2017,55.025699615478516,0.0,0.0
11/06/2017,54.75920104980469,0.0,0.0
11/07/2017,54.987701416015625,0.0,0.0
11/08/2017,61.112998962402344,0.0,0.0
11/09/2017,62.489601135253906,0.0,0.0
11/10/2017,64.43620300292969,0.0,0.0
11/11/2017,59.348899841308594,0.0,0.0
11/12/2017,62.309200286865234,0.0,0.0
11/13/2017,59.17580032348633,0.0,0.0
11/14/2017,61.64289855957031,0.0,0.0
11/15/2017,62.77519989013672,0.0,0.0
11/16/2017,63.80910110473633,0.0,0.0
11/17/2017,70.44840240478516,0.0,0.0
11/18/2017,67.40519714355469,0.0,0.0
11/19/2017,69.51190185546875,0.0,0.0
11/20/2017,71.41300201416016,0.0,0.0
11/21/2017,72.1968002319336,0.0,0.0
11/22/2017,70.18219757080078,0.0,0.0
11/23/2017,71.97509765625,0.0,0.0
11/24/2017,73.14189910888672,0.0,0.0
11/25/2017,77.90869903564453,0.0,0.0
11/26/2017,88.93930053710938,0.0,0.0
11/27/2017,85.88970184326172,0.0,0.0
11/28/2017,91.7239990234375,0.0,0.0
11/29/2017,96.01249694824219,0.0,0.0
11/30/2017,86.24669647216797,0.0,0.0
12/01/2017,88.00350189208984,0.0,0.0
12/02/2017,98.94149780273438,0.0,0.0
12/03/2017,100.19499969482422,0.0,0.0
12/04/2017,101.39600372314453,0.0,0.0
12/05/2017,104.2770004272461,0.0,0.0
12/06/2017,102.47799682617188,0.0,0.0
12/07/2017,99.98410034179688,0.0,0.0
12/08/2017,98.3281021118164,0.0,0.0
12/09/2017,127.47899627685547,0.0,0.0
12/10/2017,155.6269989013672,0.0,0.0
12/11/2017,148.25799560546875,0.0,0.0
12/12/2017,212.46400451660156,0.0,0.0
12/13/2017,315.36199951171875,0.0,0.0
12/14/2017,301.197998046875,0.0,0.0
12/15/2017,280.9679870605469,0.0,0.0
12/16/2017,299.3370056152344,0.0,0.0
12/17/2017,301.78399658203125,0.0,0.0
12/18/2017,318.9530029296875,0.0,0.0
12/19/2017,359.125,0.0,0.0
12/20/2017,349.60400390625,0.0,0.0
12/21/2017,314.6600036621094,0.0,0.0
